UserID,Age,Gender,Height (cm),Weight (kg),BMI,Chest (cm),Waist (cm),Hip (cm),Body Type,Base Size,Previous Purchase,Brand,Item Purchased,Size Purchased,Fit Feedback,Return/Exchange Status,Reason for Return/Exchange,Season,Purchase Location,Loyalty Status,Promotion Influence,Region,Timestamp
User012,36,Female,150,49,21.78,90,76,91,Average,S,False,Zara,Shorts,XS,Fit Well,Exchanged,Changed Mind,Summer,In-Store,Occasional Buyer,No,Asia,2023-10-09 00:17
User012,36,Female,150,49,21.78,90,76,91,Average,S,False,Nike,Sweater,XS,Too Large,Returned,Changed Mind,Summer,In-Store,Occasional Buyer,No,Asia,2023-09-18 15:31
User012,36,Female,150,49,21.78,90,76,91,Average,S,False,Levi's,Jeans,S,Too Small,Returned,Changed Mind,Summer,In-Store,Occasional Buyer,No,Asia,2023-07-08 02:43
User012,36,Female,150,49,21.78,90,76,91,Average,S,False,H&M,Shorts,M,Too Large,Returned,Fit Issue,Summer,In-Store,Occasional Buyer,No,Asia,2023-09-14 05:46
User012,36,Female,150,49,21.78,90,76,91,Average,S,False,Uniqlo,Sweater,XS,Too Small,Returned,Fit Issue,Summer,In-Store,Occasional Buyer,No,Asia,2023-08-29 01:50
User012,36,Female,150,49,21.78,90,76,91,Average,S,False,Nike,T-shirt,XS,Too Large,Returned,Quality Issue,Summer,In-Store,Occasional Buyer,No,Asia,2022-04-03 17:35
User012,36,Female,150,49,21.78,90,76,91,Average,S,False,Uniqlo,Dress,XS,Too Large,Returned,Other,Summer,In-Store,Occasional Buyer,No,Asia,2022-07-11 10:23
User012,36,Female,150,49,21.78,90,76,91,Average,S,False,Levi's,Jeans,S,Fit Well,Exchanged,Changed Mind,Summer,In-Store,Occasional Buyer,No,Asia,2023-09-26 23:19
User013,43,Female,182,85,25.66,118,99,120,Athletic,XL,True,H&M,Dress,XL,Too Large,Returned,Changed Mind,Summer,In-Store,Frequent Buyer,No,North America,2023-09-30 10:29
User013,43,Female,182,85,25.66,118,99,120,Athletic,XL,True,H&M,Dress,XL,Fit Well,Returned,Fit Issue,Summer,In-Store,Frequent Buyer,No,North America,2023-09-02 20:50
User013,43,Female,182,85,25.66,118,99,120,Athletic,XL,True,Uniqlo,Shorts,XXL,Too Large,Returned,Quality Issue,Summer,In-Store,Frequent Buyer,No,North America,2023-04-21 18:42
User013,43,Female,182,85,25.66,118,99,120,Athletic,XL,True,Uniqlo,Skirt,XXL,Too Large,Kept,,Summer,In-Store,Frequent Buyer,No,North America,2023-10-25 15:04
User013,43,Female,182,85,25.66,118,99,120,Athletic,XL,True,Zara,Sweater,M,Too Large,Kept,,Summer,In-Store,Frequent Buyer,No,North America,2023-01-24 06:19
User013,43,Female,182,85,25.66,118,99,120,Athletic,XL,True,Uniqlo,Jacket,XL,Fit Well,Exchanged,Changed Mind,Summer,In-Store,Frequent Buyer,No,North America,2023-04-03 08:07
User013,43,Female,182,85,25.66,118,99,120,Athletic,XL,True,H&M,Skirt,XXL,Fit Well,Kept,,Summer,In-Store,Frequent Buyer,No,North America,2023-05-05 08:10
User013,43,Female,182,85,25.66,118,99,120,Athletic,XL,True,Uniqlo,Sweater,XL,Fit Well,Exchanged,Quality Issue,Summer,In-Store,Frequent Buyer,No,North America,2023-11-13 02:58
User013,43,Female,182,85,25.66,118,99,120,Athletic,XL,True,Zara,T-shirt,M,Too Large,Exchanged,Fit Issue,Summer,In-Store,Frequent Buyer,No,North America,2023-11-21 11:07
User013,43,Female,182,85,25.66,118,99,120,Athletic,XL,True,Uniqlo,T-shirt,XL,Fit Well,Returned,Fit Issue,Summer,In-Store,Frequent Buyer,No,North America,2022-04-15 20:48
User014,47,Male,197,93,23.96,135,64,110,Petite,XXL,False,Zara,Skirt,XXL,Too Small,Returned,Changed Mind,Spring,Online,New Buyer,No,Asia,2022-07-01 05:22
User014,47,Male,197,93,23.96,135,64,110,Petite,XXL,False,Levi's,Dress,XXL,Too Large,Kept,,Spring,Online,New Buyer,No,Asia,2022-07-25 08:53
User014,47,Male,197,93,23.96,135,64,110,Petite,XXL,False,Levi's,Shorts,XXL,Too Large,Kept,,Spring,Online,New Buyer,No,Asia,2023-11-01 05:37
User014,47,Male,197,93,23.96,135,64,110,Petite,XXL,False,Nike,Shorts,XXL,Too Large,Returned,Fit Issue,Spring,Online,New Buyer,No,Asia,2022-02-09 19:13
User014,47,Male,197,93,23.96,135,64,110,Petite,XXL,False,Zara,Shorts,XXL,Too Large,Returned,Changed Mind,Spring,Online,New Buyer,No,Asia,2022-04-09 08:38
User014,47,Male,197,93,23.96,135,64,110,Petite,XXL,False,Nike,Dress,XXL,Too Large,Kept,,Spring,Online,New Buyer,No,Asia,2022-10-12 17:17
User014,47,Male,197,93,23.96,135,64,110,Petite,XXL,False,Levi's,Jacket,XXL,Too Large,Kept,,Spring,Online,New Buyer,No,Asia,2022-04-08 04:14
User014,47,Male,197,93,23.96,135,64,110,Petite,XXL,False,H&M,Skirt,XXL,Fit Well,Returned,Fit Issue,Spring,Online,New Buyer,No,Asia,2022-12-20 14:53
User014,47,Male,197,93,23.96,135,64,110,Petite,XXL,False,Uniqlo,Dress,XXL,Fit Well,Returned,Changed Mind,Spring,Online,New Buyer,No,Asia,2022-02-21 12:09
User014,47,Male,197,93,23.96,135,64,110,Petite,XXL,False,Levi's,Jacket,XXL,Too Small,Returned,Other,Spring,Online,New Buyer,No,Asia,2023-07-05 06:12
User014,47,Male,197,93,23.96,135,64,110,Petite,XXL,False,Zara,Sweater,XXL,Fit Well,Exchanged,Fit Issue,Spring,Online,New Buyer,No,Asia,2022-12-05 16:10
User014,47,Male,197,93,23.96,135,64,110,Petite,XXL,False,Levi's,Skirt,XXL,Fit Well,Exchanged,Other,Spring,Online,New Buyer,No,Asia,2023-06-24 00:33
User014,47,Male,197,93,23.96,135,64,110,Petite,XXL,False,Nike,Jeans,XXL,Too Large,Exchanged,Fit Issue,Spring,Online,New Buyer,No,Asia,2022-01-31 19:27
User014,47,Male,197,93,23.96,135,64,110,Petite,XXL,False,Uniqlo,Shorts,XXL,Too Small,Returned,Changed Mind,Spring,Online,New Buyer,No,Asia,2023-11-10 16:32
User014,47,Male,197,93,23.96,135,64,110,Petite,XXL,False,Levi's,Sweater,XXL,Too Small,Exchanged,Quality Issue,Spring,Online,New Buyer,No,Asia,2022-12-12 09:05
User015,42,Non-Binary,191,86,23.57,95,109,116,Petite,S,False,Uniqlo,Shorts,M,Too Small,Kept,,Spring,In-Store,New Buyer,Yes,Africa,2023-09-17 12:41
User015,42,Non-Binary,191,86,23.57,95,109,116,Petite,S,False,Levi's,Skirt,S,Too Large,Exchanged,Fit Issue,Spring,In-Store,New Buyer,Yes,Africa,2023-04-14 19:26
User015,42,Non-Binary,191,86,23.57,95,109,116,Petite,S,False,Zara,T-shirt,XS,Too Small,Returned,Changed Mind,Spring,In-Store,New Buyer,Yes,Africa,2022-09-15 11:52
User015,42,Non-Binary,191,86,23.57,95,109,116,Petite,S,False,Zara,T-shirt,XS,Too Large,Exchanged,Other,Spring,In-Store,New Buyer,Yes,Africa,2023-09-24 23:45
User015,42,Non-Binary,191,86,23.57,95,109,116,Petite,S,False,Zara,T-shirt,XS,Fit Well,Returned,Changed Mind,Spring,In-Store,New Buyer,Yes,Africa,2022-01-05 04:27
User015,42,Non-Binary,191,86,23.57,95,109,116,Petite,S,False,Zara,Sweater,XS,Too Large,Returned,Other,Spring,In-Store,New Buyer,Yes,Africa,2022-03-15 17:10
User015,42,Non-Binary,191,86,23.57,95,109,116,Petite,S,False,Nike,Jeans,XS,Fit Well,Exchanged,Fit Issue,Spring,In-Store,New Buyer,Yes,Africa,2023-12-07 07:02
User015,42,Non-Binary,191,86,23.57,95,109,116,Petite,S,False,Nike,T-shirt,XS,Fit Well,Returned,Changed Mind,Spring,In-Store,New Buyer,Yes,Africa,2022-01-18 17:03
User015,42,Non-Binary,191,86,23.57,95,109,116,Petite,S,False,Levi's,Jacket,S,Fit Well,Exchanged,Quality Issue,Spring,In-Store,New Buyer,Yes,Africa,2022-03-17 11:55
User015,42,Non-Binary,191,86,23.57,95,109,116,Petite,S,False,Zara,Sweater,XS,Too Large,Returned,Changed Mind,Spring,In-Store,New Buyer,Yes,Africa,2022-11-18 15:12
User015,42,Non-Binary,191,86,23.57,95,109,116,Petite,S,False,Nike,T-shirt,XS,Too Large,Kept,,Spring,In-Store,New Buyer,Yes,Africa,2023-06-22 01:28
User016,70,Non-Binary,183,47,14.03,100,61,112,Petite,M,False,Uniqlo,Jeans,L,Too Large,Returned,Changed Mind,Spring,In-Store,New Buyer,No,Asia,2022-06-11 22:29
User016,70,Non-Binary,183,47,14.03,100,61,112,Petite,M,False,Nike,Dress,L,Too Small,Returned,Quality Issue,Spring,In-Store,New Buyer,No,Asia,2022-01-26 06:15
User016,70,Non-Binary,183,47,14.03,100,61,112,Petite,M,False,Nike,Shorts,L,Too Large,Kept,,Spring,In-Store,New Buyer,No,Asia,2023-01-07 01:25
User016,70,Non-Binary,183,47,14.03,100,61,112,Petite,M,False,Uniqlo,Dress,L,Fit Well,Kept,,Spring,In-Store,New Buyer,No,Asia,2022-10-25 10:26
User016,70,Non-Binary,183,47,14.03,100,61,112,Petite,M,False,Uniqlo,Jeans,L,Too Large,Returned,Fit Issue,Spring,In-Store,New Buyer,No,Asia,2023-02-28 20:41
User016,70,Non-Binary,183,47,14.03,100,61,112,Petite,M,False,Levi's,Dress,L,Fit Well,Kept,,Spring,In-Store,New Buyer,No,Asia,2023-07-19 07:21
User016,70,Non-Binary,183,47,14.03,100,61,112,Petite,M,False,Uniqlo,Dress,L,Too Large,Returned,Quality Issue,Spring,In-Store,New Buyer,No,Asia,2023-10-28 10:28
User016,70,Non-Binary,183,47,14.03,100,61,112,Petite,M,False,H&M,Shorts,L,Too Small,Kept,,Spring,In-Store,New Buyer,No,Asia,2022-07-28 04:55
User016,70,Non-Binary,183,47,14.03,100,61,112,Petite,M,False,Levi's,Jacket,L,Too Large,Exchanged,Changed Mind,Spring,In-Store,New Buyer,No,Asia,2023-09-02 05:06
User016,70,Non-Binary,183,47,14.03,100,61,112,Petite,M,False,H&M,Jacket,L,Too Small,Exchanged,Fit Issue,Spring,In-Store,New Buyer,No,Asia,2023-03-06 13:43
User016,70,Non-Binary,183,47,14.03,100,61,112,Petite,M,False,Levi's,Shorts,L,Too Small,Kept,,Spring,In-Store,New Buyer,No,Asia,2023-02-16 18:49
User016,70,Non-Binary,183,47,14.03,100,61,112,Petite,M,False,H&M,Sweater,L,Too Large,Kept,,Spring,In-Store,New Buyer,No,Asia,2023-11-27 10:53
User016,70,Non-Binary,183,47,14.03,100,61,112,Petite,M,False,Nike,Shorts,L,Too Small,Returned,Other,Spring,In-Store,New Buyer,No,Asia,2022-06-05 04:02
User016,70,Non-Binary,183,47,14.03,100,61,112,Petite,M,False,Uniqlo,Sweater,L,Too Small,Exchanged,Other,Spring,In-Store,New Buyer,No,Asia,2022-08-06 18:59
User017,48,Non-Binary,157,117,47.47,95,101,92,Average,M,False,Uniqlo,Jacket,L,Too Large,Kept,,Winter,Online,Occasional Buyer,Yes,North America,2022-08-10 09:48
User017,48,Non-Binary,157,117,47.47,95,101,92,Average,M,False,Zara,Dress,S,Fit Well,Kept,,Winter,Online,Occasional Buyer,Yes,North America,2022-02-27 14:52
User017,48,Non-Binary,157,117,47.47,95,101,92,Average,M,False,Nike,T-shirt,S,Too Large,Exchanged,Changed Mind,Winter,Online,Occasional Buyer,Yes,North America,2022-06-06 16:03
User017,48,Non-Binary,157,117,47.47,95,101,92,Average,M,False,Levi's,Shorts,M,Too Small,Kept,,Winter,Online,Occasional Buyer,Yes,North America,2023-01-06 20:43
User017,48,Non-Binary,157,117,47.47,95,101,92,Average,M,False,Nike,Dress,S,Too Small,Exchanged,Changed Mind,Winter,Online,Occasional Buyer,Yes,North America,2023-01-28 20:54
User017,48,Non-Binary,157,117,47.47,95,101,92,Average,M,False,Levi's,Shorts,M,Too Large,Exchanged,Changed Mind,Winter,Online,Occasional Buyer,Yes,North America,2022-07-22 12:56
User017,48,Non-Binary,157,117,47.47,95,101,92,Average,M,False,H&M,Sweater,L,Fit Well,Returned,Changed Mind,Winter,Online,Occasional Buyer,Yes,North America,2022-04-04 12:12
User017,48,Non-Binary,157,117,47.47,95,101,92,Average,M,False,H&M,Sweater,L,Fit Well,Returned,Changed Mind,Winter,Online,Occasional Buyer,Yes,North America,2022-11-29 19:58
User017,48,Non-Binary,157,117,47.47,95,101,92,Average,M,False,Uniqlo,Shorts,L,Too Large,Exchanged,Fit Issue,Winter,Online,Occasional Buyer,Yes,North America,2023-04-09 09:23
User017,48,Non-Binary,157,117,47.47,95,101,92,Average,M,False,H&M,T-shirt,L,Too Large,Returned,Other,Winter,Online,Occasional Buyer,Yes,North America,2022-06-20 19:01
User017,48,Non-Binary,157,117,47.47,95,101,92,Average,M,False,Levi's,Dress,M,Fit Well,Kept,,Winter,Online,Occasional Buyer,Yes,North America,2022-07-03 09:26
User017,48,Non-Binary,157,117,47.47,95,101,92,Average,M,False,Zara,Shorts,S,Fit Well,Kept,,Winter,Online,Occasional Buyer,Yes,North America,2023-07-31 05:53
User017,48,Non-Binary,157,117,47.47,95,101,92,Average,M,False,Levi's,Jacket,M,Fit Well,Kept,,Winter,Online,Occasional Buyer,Yes,North America,2022-11-02 13:23
User017,48,Non-Binary,157,117,47.47,95,101,92,Average,M,False,Nike,T-shirt,S,Too Large,Returned,Other,Winter,Online,Occasional Buyer,Yes,North America,2023-01-26 03:06
User018,69,Non-Binary,159,65,25.71,132,85,91,Athletic,XXL,True,Nike,Shorts,XXL,Too Large,Exchanged,Changed Mind,Winter,Online,Occasional Buyer,Yes,Australia,2022-12-08 09:57
User018,69,Non-Binary,159,65,25.71,132,85,91,Athletic,XXL,True,H&M,Skirt,XXL,Too Large,Kept,,Winter,Online,Occasional Buyer,Yes,Australia,2023-10-31 03:30
User018,69,Non-Binary,159,65,25.71,132,85,91,Athletic,XXL,True,H&M,Shorts,XXL,Too Large,Returned,Quality Issue,Winter,Online,Occasional Buyer,Yes,Australia,2023-08-23 03:41
User018,69,Non-Binary,159,65,25.71,132,85,91,Athletic,XXL,True,Nike,Shorts,XXL,Fit Well,Returned,Other,Winter,Online,Occasional Buyer,Yes,Australia,2023-04-21 20:40
User018,69,Non-Binary,159,65,25.71,132,85,91,Athletic,XXL,True,H&M,Jeans,XXL,Too Small,Returned,Fit Issue,Winter,Online,Occasional Buyer,Yes,Australia,2023-12-24 08:33
User018,69,Non-Binary,159,65,25.71,132,85,91,Athletic,XXL,True,Zara,Shorts,XXL,Fit Well,Kept,,Winter,Online,Occasional Buyer,Yes,Australia,2022-11-14 20:57
User018,69,Non-Binary,159,65,25.71,132,85,91,Athletic,XXL,True,H&M,T-shirt,XXL,Too Small,Exchanged,Changed Mind,Winter,Online,Occasional Buyer,Yes,Australia,2022-12-25 22:35
User018,69,Non-Binary,159,65,25.71,132,85,91,Athletic,XXL,True,Levi's,Sweater,XXL,Too Small,Returned,Fit Issue,Winter,Online,Occasional Buyer,Yes,Australia,2023-03-30 23:46
User018,69,Non-Binary,159,65,25.71,132,85,91,Athletic,XXL,True,H&M,Sweater,XXL,Too Small,Kept,,Winter,Online,Occasional Buyer,Yes,Australia,2022-11-17 18:08
User018,69,Non-Binary,159,65,25.71,132,85,91,Athletic,XXL,True,Levi's,Jeans,XXL,Fit Well,Kept,,Winter,Online,Occasional Buyer,Yes,Australia,2023-09-13 07:25
User018,69,Non-Binary,159,65,25.71,132,85,91,Athletic,XXL,True,Zara,Jeans,XXL,Too Large,Returned,Changed Mind,Winter,Online,Occasional Buyer,Yes,Australia,2022-12-27 17:45
User018,69,Non-Binary,159,65,25.71,132,85,91,Athletic,XXL,True,Levi's,Shorts,XXL,Fit Well,Kept,,Winter,Online,Occasional Buyer,Yes,Australia,2023-02-15 19:07
User019,35,Non-Binary,155,93,38.71,83,68,100,Athletic,S,False,Uniqlo,Dress,M,Fit Well,Exchanged,Quality Issue,Autumn,Online,Frequent Buyer,No,North America,2023-09-07 05:21
User019,35,Non-Binary,155,93,38.71,83,68,100,Athletic,S,False,H&M,Shorts,M,Too Large,Exchanged,Quality Issue,Autumn,Online,Frequent Buyer,No,North America,2022-08-07 02:19
User019,35,Non-Binary,155,93,38.71,83,68,100,Athletic,S,False,Nike,T-shirt,XS,Fit Well,Returned,Changed Mind,Autumn,Online,Frequent Buyer,No,North America,2023-02-08 07:06
User019,35,Non-Binary,155,93,38.71,83,68,100,Athletic,S,False,Levi's,Jacket,S,Too Small,Returned,Quality Issue,Autumn,Online,Frequent Buyer,No,North America,2023-12-13 02:53
User019,35,Non-Binary,155,93,38.71,83,68,100,Athletic,S,False,Levi's,Shorts,S,Too Large,Kept,,Autumn,Online,Frequent Buyer,No,North America,2022-03-27 15:38
User019,35,Non-Binary,155,93,38.71,83,68,100,Athletic,S,False,Nike,Shorts,XS,Fit Well,Kept,,Autumn,Online,Frequent Buyer,No,North America,2022-01-12 14:36
User019,35,Non-Binary,155,93,38.71,83,68,100,Athletic,S,False,Zara,Skirt,XS,Too Small,Exchanged,Other,Autumn,Online,Frequent Buyer,No,North America,2023-05-29 03:54
User019,35,Non-Binary,155,93,38.71,83,68,100,Athletic,S,False,Uniqlo,Skirt,M,Too Small,Kept,,Autumn,Online,Frequent Buyer,No,North America,2023-03-06 17:18
User019,35,Non-Binary,155,93,38.71,83,68,100,Athletic,S,False,Zara,Skirt,XS,Too Small,Exchanged,Fit Issue,Autumn,Online,Frequent Buyer,No,North America,2023-12-07 14:32
User019,35,Non-Binary,155,93,38.71,83,68,100,Athletic,S,False,H&M,Jacket,M,Fit Well,Exchanged,Changed Mind,Autumn,Online,Frequent Buyer,No,North America,2023-01-14 00:08
User019,35,Non-Binary,155,93,38.71,83,68,100,Athletic,S,False,Nike,Dress,XS,Too Large,Exchanged,Quality Issue,Autumn,Online,Frequent Buyer,No,North America,2023-02-11 18:58
User019,35,Non-Binary,155,93,38.71,83,68,100,Athletic,S,False,Uniqlo,T-shirt,M,Fit Well,Exchanged,Fit Issue,Autumn,Online,Frequent Buyer,No,North America,2022-05-19 01:34
User019,35,Non-Binary,155,93,38.71,83,68,100,Athletic,S,False,Uniqlo,Dress,M,Too Large,Kept,,Autumn,Online,Frequent Buyer,No,North America,2022-03-12 17:13
User019,35,Non-Binary,155,93,38.71,83,68,100,Athletic,S,False,Zara,Skirt,XS,Fit Well,Kept,,Autumn,Online,Frequent Buyer,No,North America,2023-06-19 10:04
User020,60,Male,163,82,30.86,90,107,130,Petite,S,False,Levi's,Shorts,M,Fit Well,Returned,Quality Issue,Spring,In-Store,Frequent Buyer,No,Europe,2022-08-10 23:20
User020,60,Male,163,82,30.86,90,107,130,Petite,S,False,Levi's,Shorts,M,Too Large,Kept,,Spring,In-Store,Frequent Buyer,No,Europe,2022-05-23 20:05
User020,60,Male,163,82,30.86,90,107,130,Petite,S,False,H&M,Jacket,M,Fit Well,Returned,Fit Issue,Spring,In-Store,Frequent Buyer,No,Europe,2022-07-23 19:57
User020,60,Male,163,82,30.86,90,107,130,Petite,S,False,Zara,Sweater,M,Too Large,Returned,Quality Issue,Spring,In-Store,Frequent Buyer,No,Europe,2022-05-19 19:29
User020,60,Male,163,82,30.86,90,107,130,Petite,S,False,Nike,Jacket,M,Too Small,Returned,Quality Issue,Spring,In-Store,Frequent Buyer,No,Europe,2023-04-27 10:29
User020,60,Male,163,82,30.86,90,107,130,Petite,S,False,Zara,Skirt,M,Too Large,Kept,,Spring,In-Store,Frequent Buyer,No,Europe,2023-04-18 18:44
User020,60,Male,163,82,30.86,90,107,130,Petite,S,False,H&M,T-shirt,M,Fit Well,Kept,,Spring,In-Store,Frequent Buyer,No,Europe,2022-10-05 00:16
User020,60,Male,163,82,30.86,90,107,130,Petite,S,False,Zara,Sweater,M,Fit Well,Exchanged,Quality Issue,Spring,In-Store,Frequent Buyer,No,Europe,2022-10-08 05:00
User020,60,Male,163,82,30.86,90,107,130,Petite,S,False,Zara,T-shirt,M,Too Small,Exchanged,Changed Mind,Spring,In-Store,Frequent Buyer,No,Europe,2022-08-03 08:32
User020,60,Male,163,82,30.86,90,107,130,Petite,S,False,Zara,Skirt,M,Too Small,Kept,,Spring,In-Store,Frequent Buyer,No,Europe,2022-11-30 23:18
User020,60,Male,163,82,30.86,90,107,130,Petite,S,False,Nike,Sweater,M,Too Large,Kept,,Spring,In-Store,Frequent Buyer,No,Europe,2022-12-14 18:23
User021,30,Male,176,73,23.57,124,66,102,Average,XL,False,Levi's,T-shirt,XL,Too Large,Exchanged,Other,Autumn,In-Store,New Buyer,Yes,South America,2023-12-16 02:25
User021,30,Male,176,73,23.57,124,66,102,Average,XL,False,H&M,Shorts,XXL,Too Small,Kept,,Autumn,In-Store,New Buyer,Yes,South America,2022-04-02 13:56
User021,30,Male,176,73,23.57,124,66,102,Average,XL,False,H&M,Sweater,XXL,Too Small,Returned,Quality Issue,Autumn,In-Store,New Buyer,Yes,South America,2023-04-22 04:46
User021,30,Male,176,73,23.57,124,66,102,Average,XL,False,Nike,Jacket,L,Fit Well,Exchanged,Other,Autumn,In-Store,New Buyer,Yes,South America,2023-03-12 17:32
User021,30,Male,176,73,23.57,124,66,102,Average,XL,False,Nike,T-shirt,L,Too Small,Returned,Fit Issue,Autumn,In-Store,New Buyer,Yes,South America,2022-12-30 05:42
User021,30,Male,176,73,23.57,124,66,102,Average,XL,False,H&M,Jeans,XXL,Too Large,Kept,,Autumn,In-Store,New Buyer,Yes,South America,2023-12-21 06:22
User021,30,Male,176,73,23.57,124,66,102,Average,XL,False,Nike,Dress,L,Fit Well,Exchanged,Fit Issue,Autumn,In-Store,New Buyer,Yes,South America,2023-12-15 04:32
User021,30,Male,176,73,23.57,124,66,102,Average,XL,False,H&M,Shorts,XXL,Too Small,Kept,,Autumn,In-Store,New Buyer,Yes,South America,2022-07-02 11:11
User021,30,Male,176,73,23.57,124,66,102,Average,XL,False,Nike,Sweater,L,Too Large,Exchanged,Quality Issue,Autumn,In-Store,New Buyer,Yes,South America,2023-08-29 19:52
User021,30,Male,176,73,23.57,124,66,102,Average,XL,False,Zara,Skirt,L,Too Small,Kept,,Autumn,In-Store,New Buyer,Yes,South America,2022-05-24 17:25
User021,30,Male,176,73,23.57,124,66,102,Average,XL,False,Uniqlo,Dress,XXL,Too Large,Kept,,Autumn,In-Store,New Buyer,Yes,South America,2023-07-25 12:35
User021,30,Male,176,73,23.57,124,66,102,Average,XL,False,Uniqlo,Jacket,XXL,Too Small,Kept,,Autumn,In-Store,New Buyer,Yes,South America,2023-06-22 23:21
User021,30,Male,176,73,23.57,124,66,102,Average,XL,False,Zara,Skirt,L,Too Large,Exchanged,Quality Issue,Autumn,In-Store,New Buyer,Yes,South America,2023-04-08 02:42
User021,30,Male,176,73,23.57,124,66,102,Average,XL,False,Zara,T-shirt,L,Too Small,Kept,,Autumn,In-Store,New Buyer,Yes,South America,2022-08-18 02:52
User022,25,Non-Binary,164,71,26.4,120,106,90,Average,XL,False,Nike,Shorts,L,Too Small,Exchanged,Quality Issue,Summer,Online,New Buyer,No,Europe,2023-10-20 10:36
User022,25,Non-Binary,164,71,26.4,120,106,90,Average,XL,False,Nike,Dress,L,Too Large,Returned,Changed Mind,Summer,Online,New Buyer,No,Europe,2022-11-17 23:26
User022,25,Non-Binary,164,71,26.4,120,106,90,Average,XL,False,Levi's,Skirt,XL,Too Small,Returned,Other,Summer,Online,New Buyer,No,Europe,2022-01-28 15:32
User022,25,Non-Binary,164,71,26.4,120,106,90,Average,XL,False,Levi's,Jeans,XL,Too Small,Exchanged,Changed Mind,Summer,Online,New Buyer,No,Europe,2023-10-09 02:11
User022,25,Non-Binary,164,71,26.4,120,106,90,Average,XL,False,Levi's,Jacket,XL,Fit Well,Exchanged,Quality Issue,Summer,Online,New Buyer,No,Europe,2022-10-22 04:37
User022,25,Non-Binary,164,71,26.4,120,106,90,Average,XL,False,Uniqlo,Skirt,XXL,Too Small,Kept,,Summer,Online,New Buyer,No,Europe,2022-05-21 10:01
User022,25,Non-Binary,164,71,26.4,120,106,90,Average,XL,False,Uniqlo,Jeans,XXL,Too Small,Exchanged,Other,Summer,Online,New Buyer,No,Europe,2023-04-04 05:20
User022,25,Non-Binary,164,71,26.4,120,106,90,Average,XL,False,Zara,Skirt,L,Too Small,Exchanged,Fit Issue,Summer,Online,New Buyer,No,Europe,2022-12-14 12:36
User022,25,Non-Binary,164,71,26.4,120,106,90,Average,XL,False,Uniqlo,Dress,XXL,Too Small,Returned,Quality Issue,Summer,Online,New Buyer,No,Europe,2022-03-10 08:11
User022,25,Non-Binary,164,71,26.4,120,106,90,Average,XL,False,H&M,T-shirt,XXL,Fit Well,Returned,Fit Issue,Summer,Online,New Buyer,No,Europe,2022-08-29 03:29
User023,53,Non-Binary,177,79,25.22,104,87,93,Athletic,M,False,Zara,Sweater,S,Fit Well,Returned,Changed Mind,Autumn,In-Store,Frequent Buyer,Yes,Australia,2023-10-29 09:37
User023,53,Non-Binary,177,79,25.22,104,87,93,Athletic,M,False,Levi's,Dress,M,Too Large,Returned,Other,Autumn,In-Store,Frequent Buyer,Yes,Australia,2022-02-21 20:57
User023,53,Non-Binary,177,79,25.22,104,87,93,Athletic,M,False,Uniqlo,Dress,L,Fit Well,Kept,,Autumn,In-Store,Frequent Buyer,Yes,Australia,2023-12-06 12:20
User023,53,Non-Binary,177,79,25.22,104,87,93,Athletic,M,False,Zara,Jacket,S,Fit Well,Exchanged,Changed Mind,Autumn,In-Store,Frequent Buyer,Yes,Australia,2023-08-12 18:42
User023,53,Non-Binary,177,79,25.22,104,87,93,Athletic,M,False,Zara,Skirt,S,Too Small,Returned,Fit Issue,Autumn,In-Store,Frequent Buyer,Yes,Australia,2023-07-27 04:31
User023,53,Non-Binary,177,79,25.22,104,87,93,Athletic,M,False,Zara,Shorts,S,Too Small,Returned,Other,Autumn,In-Store,Frequent Buyer,Yes,Australia,2023-04-13 15:00
User023,53,Non-Binary,177,79,25.22,104,87,93,Athletic,M,False,Zara,Shorts,S,Too Small,Returned,Other,Autumn,In-Store,Frequent Buyer,Yes,Australia,2022-02-13 06:23
User023,53,Non-Binary,177,79,25.22,104,87,93,Athletic,M,False,Uniqlo,Skirt,L,Fit Well,Exchanged,Quality Issue,Autumn,In-Store,Frequent Buyer,Yes,Australia,2023-08-22 23:57
User023,53,Non-Binary,177,79,25.22,104,87,93,Athletic,M,False,Uniqlo,Skirt,L,Too Small,Exchanged,Quality Issue,Autumn,In-Store,Frequent Buyer,Yes,Australia,2022-05-24 12:34
User023,53,Non-Binary,177,79,25.22,104,87,93,Athletic,M,False,Levi's,Dress,M,Too Large,Returned,Fit Issue,Autumn,In-Store,Frequent Buyer,Yes,Australia,2022-08-29 18:55
User023,53,Non-Binary,177,79,25.22,104,87,93,Athletic,M,False,Nike,Dress,S,Fit Well,Returned,Changed Mind,Autumn,In-Store,Frequent Buyer,Yes,Australia,2023-05-14 15:54
User023,53,Non-Binary,177,79,25.22,104,87,93,Athletic,M,False,Zara,Jeans,S,Too Small,Kept,,Autumn,In-Store,Frequent Buyer,Yes,Australia,2022-09-21 15:44
User023,53,Non-Binary,177,79,25.22,104,87,93,Athletic,M,False,Levi's,Dress,M,Too Small,Kept,,Autumn,In-Store,Frequent Buyer,Yes,Australia,2023-11-09 17:53
User023,53,Non-Binary,177,79,25.22,104,87,93,Athletic,M,False,Zara,Jacket,S,Fit Well,Returned,Changed Mind,Autumn,In-Store,Frequent Buyer,Yes,Australia,2022-05-12 23:53
